Timestamp,hour,day_of_week,month,is_night,is_weekend,is_peak,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Traffic Type,Network Segment,Attack Type,Anomaly Scores,Action Taken,Malware Indicators,Firewall Logs,IDS/IPS Alerts,Alerts/Warnings,Proxy Information,Geo-location Data,malware_flag,has_firewall_log,has_ids_alert,was_ignored,was_blocked,via_proxy,repeated_ip,escalating_anomaly,anomaly_trend,predicted_severity,severity_confidence,risk_score,control_maturity,response_effectiveness,compliance_status,violation_type,rec_code
2020-05-15 02:22:59,2,4,5,1,0,0,204.44.250.92,85.255.15.123,38535,60801,UDP,DNS,Segment B,Intrusion,71.88,Ignored,Not Detected,Log Data,Alert Data,No Alert,8.27.36.74,"Bhimavaram, Telangana",0,1,1,1,0,1,0,0,-13.22,High,0.7616,59.16,40.0,40,Non-Compliant,Ignored-Event,47
2020-05-15 02:54:39,2,4,5,1,0,0,87.182.248.159,133.186.124.146,5422,45813,TCP,FTP,Segment C,Intrusion,6.36,Blocked,Not Detected,Log Data,Alert Data,Alert Triggered,Direct,"Anand, Arunachal Pradesh",0,1,1,0,1,0,0,1,2.12,Low,0.5,17.23,100.0,100,Compliant,None,43
2020-05-15 03:42:16,3,4,5,1,0,0,136.216.181.231,165.129.229.135,15573,48544,TCP,DNS,Segment C,Intrusion,84.31,Blocked,Not Detected,No Log,Alert Data,Alert Triggered,194.181.113.74,"Rohtak, Manipur",0,0,1,0,1,1,0,0,-0.64,High,0.5409,56.51,80.0,80,Non-Compliant,Missing-Log,27
2020-05-15 08:45:20,8,4,5,0,0,0,70.252.181.248,17.12.141.152,21191,58572,UDP,DNS,Segment C,Intrusion,1.33,Ignored,Not Detected,Log Data,No Alert,Alert Triggered,218.91.100.212,"Serampore, Maharashtra",0,1,0,1,0,1,0,1,-58.66,Low,0.5068,19.47,20.0,30,Non-Compliant,Ignored-Event,9
2020-05-15 09:21:28,9,4,5,0,0,1,220.21.224.177,90.169.223.226,44125,24214,TCP,HTTP,Segment B,DDoS,60.89,Ignored,Not Detected,No Log,Alert Data,No Alert,Direct,"Avadi, West Bengal",0,0,1,1,0,0,0,0,-1.22,Medium,0.5189,49.31,20.0,20,Non-Compliant,Ignored-Event,5
2020-05-15 09:27:05,9,4,5,0,0,1,1.97.128.193,53.147.191.60,52707,51976,ICMP,FTP,Segment A,Malware,29.15,Logged,IoC Detected,No Log,No Alert,No Alert,76.205.229.16,"Mangalore, Telangana",1,0,0,0,0,1,0,0,-42.73,Medium,0.7358,42.2,20.0,0,Non-Compliant,Missing-Log,37
2020-05-15 09:31:21,9,4,5,0,0,1,199.129.239.12,7.78.134.12,4301,3549,ICMP,FTP,Segment A,Malware,52.36,Logged,Not Detected,No Log,No Alert,No Alert,97.27.152.254,"Ulhasnagar, Uttarakhand",0,0,0,0,0,1,0,0,46.0,Low,0.5,30.33,20.0,0,Non-Compliant,Missing-Log,37
2020-05-15 10:02:55,10,4,5,0,0,1,176.239.35.68,184.179.255.144,23767,59151,UDP,DNS,Segment C,DDoS,92.2,Logged,Not Detected,Log Data,Alert Data,Alert Triggered,93.40.127.159,"Bhimavaram, Gujarat",0,1,1,0,0,1,0,0,7.89,Medium,0.7029,41.27,60.0,50,Compliant,None,44
2020-05-15 10:13:45,10,4,5,0,0,1,119.204.68.151,24.219.150.19,36213,25889,UDP,DNS,Segment B,Intrusion,7.61,Ignored,IoC Detected,No Log,Alert Data,No Alert,219.86.153.238,"Yamunanagar, Meghalaya",1,0,1,1,0,1,0,1,6.28,High,0.5392,54.66,20.0,20,Non-Compliant,Ignored-Event,27
2020-05-15 11:15:50,11,4,5,0,0,1,98.91.13.246,138.111.240.174,8697,10251,UDP,HTTP,Segment B,Intrusion,33.11,Ignored,Not Detected,Log Data,Alert Data,No Alert,Direct,"Thanjavur, Jharkhand",0,1,1,1,0,0,0,0,-27.78,Low,0.5612,31.59,40.0,40,Non-Compliant,Ignored-Event,9
2020-05-15 11:58:07,11,4,5,0,0,1,145.127.80.178,1.2.217.245,59777,46858,TCP,DNS,Segment B,Malware,82.27,Logged,Not Detected,No Log,Alert Data,Alert Triggered,83.164.92.124,"Chandigarh, Bihar",0,0,1,0,0,1,0,0,53.12,Medium,0.6851,45.79,40.0,30,Non-Compliant,Missing-Log,37
2020-05-15 13:07:22,13,4,5,0,0,0,126.102.110.9,77.130.65.114,21833,9160,UDP,DNS,Segment C,DDoS,99.26,Ignored,IoC Detected,No Log,Alert Data,Alert Triggered,Direct,"Surendranagar Dudhrej, Maharashtra",1,0,1,1,0,0,0,0,46.9,Critical,0.747,82.74,20.0,30,Non-Compliant,Ignored-Event,31
2020-05-15 14:07:52,14,4,5,0,0,0,166.152.240.222,50.2.12.248,9020,32909,TCP,HTTP,Segment A,Intrusion,10.05,Logged,IoC Detected,Log Data,Alert Data,Alert Triggered,144.163.11.107,"Rampur, Haryana",1,1,1,0,0,1,0,0,-82.15,Low,0.6513,32.52,60.0,50,Compliant,None,9
2020-05-15 15:30:21,15,4,5,0,0,0,131.174.142.92,94.37.105.222,55706,27065,ICMP,FTP,Segment B,DDoS,37.69,Logged,IoC Detected,Log Data,Alert Data,Alert Triggered,Direct,"Patna, Chhattisgarh",1,1,1,0,0,0,0,0,30.08,Medium,0.6728,38.19,60.0,50,Compliant,None,5
2020-05-15 16:24:40,16,4,5,0,0,0,116.89.169.72,65.207.111.198,14332,52581,TCP,HTTP,Segment A,Malware,57.41,Logged,Not Detected,Log Data,Alert Data,No Alert,Direct,"Bidar, Arunachal Pradesh",0,1,1,0,0,0,0,0,24.3,Low,0.6357,25.09,60.0,40,Compliant,None,7
2020-05-15 16:58:58,16,4,5,0,0,0,125.189.159.190,105.53.169.199,55426,43658,TCP,HTTP,Segment B,DDoS,49.01,Logged,IoC Detected,No Log,Alert Data,Alert Triggered,122.155.2.177,"Thane, Tripura",1,0,1,0,0,1,0,0,-33.26,High,0.7751,54.15,40.0,30,Non-Compliant,Missing-Log,37
2020-05-15 17:59:46,17,4,5,0,0,0,132.221.13.158,111.197.130.202,56775,38267,TCP,DNS,Segment A,Intrusion,63.27,Blocked,Not Detected,Log Data,No Alert,Alert Triggered,166.48.160.244,"Burhanpur, Rajasthan",0,1,0,0,1,1,0,0,-35.99,Low,0.6102,26.14,80.0,80,Compliant,None,9
2020-05-15 18:17:41,18,4,5,0,0,0,201.230.37.208,8.190.85.15,39794,15383,ICMP,HTTP,Segment A,Malware,6.63,Ignored,IoC Detected,No Log,No Alert,No Alert,Direct,"Sikar, Assam",1,0,0,1,0,0,0,1,-3.42,Medium,0.5258,45.32,0.0,0,Non-Compliant,Ignored-Event,31
2020-05-15 18:46:28,18,4,5,0,0,0,175.148.131.152,8.100.133.30,60082,60282,ICMP,HTTP,Segment A,Malware,43.75,Ignored,Not Detected,Log Data,Alert Data,No Alert,148.126.181.211,"Kirari Suleman Nagar, Mizoram",0,1,1,1,0,1,0,0,6.06,Medium,0.6489,39.31,40.0,40,Non-Compliant,Ignored-Event,20
2020-05-15 19:17:18,19,4,5,0,0,0,56.194.142.96,198.14.179.18,11974,10738,UDP,HTTP,Segment A,Malware,1.06,Blocked,Not Detected,No Log,Alert Data,Alert Triggered,Direct,"Tiruvottiyur, Bihar",0,0,1,0,1,0,0,0,-56.35,Low,0.5,13.37,80.0,80,Non-Compliant,Missing-Log,7
2020-05-15 19:56:20,19,4,5,0,0,0,129.87.167.163,84.244.70.31,6436,27881,ICMP,HTTP,Segment C,DDoS,25.7,Logged,Not Detected,No Log,No Alert,No Alert,85.232.251.57,"Vellore, West Bengal",0,0,0,0,0,1,0,0,-23.31,Low,0.5667,20.99,20.0,0,Non-Compliant,Missing-Log,37
2020-05-15 20:26:46,20,4,5,0,0,0,120.37.73.114,63.234.218.83,18720,22813,UDP,FTP,Segment A,DDoS,8.19,Ignored,IoC Detected,No Log,No Alert,No Alert,199.210.50.73,"Tiruppur, Haryana",1,0,0,1,0,1,0,0,-55.08,Medium,0.7251,49.87,0.0,0,Non-Compliant,Ignored-Event,31
2020-05-15 20:27:48,20,4,5,0,0,0,30.243.151.32,216.141.151.142,54047,15196,ICMP,DNS,Segment C,DDoS,14.58,Logged,IoC Detected,Log Data,No Alert,Alert Triggered,168.211.38.251,"Eluru, West Bengal",1,1,0,0,0,1,0,0,7.95,Low,0.5,29.1,40.0,30,Compliant,None,5
2020-05-15 20:51:07,20,4,5,0,0,0,84.185.124.77,88.181.163.171,5741,44448,UDP,FTP,Segment C,DDoS,79.29,Blocked,Not Detected,Log Data,Alert Data,No Alert,33.173.80.96,"Thanjavur, Sikkim",0,1,1,0,1,1,0,0,35.54,Low,0.6082,36.75,100.0,90,Compliant,None,5
2020-05-15 23:47:20,23,4,5,1,0,0,18.228.148.78,2.225.22.245,60327,28817,TCP,DNS,Segment B,Malware,67.02,Ignored,IoC Detected,No Log,No Alert,No Alert,Direct,"Gwalior, Tamil Nadu",1,0,0,1,0,0,0,1,65.96,High,0.8307,76.46,0.0,0,Non-Compliant,Ignored-Event,31
2020-05-16 00:07:57,0,5,5,1,1,0,115.208.187.45,48.93.196.251,32336,4906,UDP,HTTP,Segment B,DDoS,19.12,Logged,IoC Detected,No Log,Alert Data,No Alert,Direct,"Haridwar, Karnataka",1,0,1,0,0,0,0,0,-6.58,High,0.6356,52.69,40.0,20,Non-Compliant,Missing-Log,47
2020-05-16 00:09:57,0,5,5,1,1,0,175.71.76.189,180.11.221.183,49164,1725,TCP,DNS,Segment A,DDoS,5.16,Blocked,IoC Detected,Log Data,No Alert,Alert Triggered,Direct,"Chandrapur, Andhra Pradesh",1,1,0,0,1,0,0,0,-3.03,Low,0.662,34.81,80.0,80,Compliant,None,5
2020-05-16 01:23:36,1,5,5,1,1,0,132.173.53.112,122.177.25.90,55112,29821,TCP,DNS,Segment A,Malware,91.81,Logged,Not Detected,No Log,No Alert,Alert Triggered,Direct,"Mangalore, Mizoram",0,0,0,0,0,0,0,0,77.23,High,0.6508,53.13,20.0,10,Non-Compliant,Missing-Log,28
2020-05-16 02:48:40,2,5,5,1,1,0,20.242.216.149,215.110.99.70,38758,62460,ICMP,DNS,Segment B,Malware,41.68,Blocked,IoC Detected,No Log,Alert Data,Alert Triggered,197.234.137.197,"Srinagar, Meghalaya",1,0,1,0,1,1,0,0,-37.61,High,0.666,64.59,80.0,80,Non-Compliant,Missing-Log,37
2020-05-16 03:15:55,3,5,5,1,1,0,105.57.18.164,173.223.52.158,8427,11301,UDP,DNS,Segment A,Malware,75.26,Ignored,Not Detected,No Log,No Alert,No Alert,Direct,"Pimpri-Chinchwad, Mizoram",0,0,0,1,0,0,0,0,8.24,High,0.7383,62.34,0.0,0,Non-Compliant,Ignored-Event,47
2020-05-16 03:43:01,3,5,5,1,1,0,151.156.21.140,40.241.60.254,60575,61121,ICMP,HTTP,Segment A,DDoS,37.01,Ignored,Not Detected,Log Data,Alert Data,No Alert,91.52.32.71,"Bongaigaon, Tripura",0,1,1,1,0,1,0,0,17.89,Medium,0.7129,49.95,40.0,40,Non-Compliant,Ignored-Event,26
2020-05-16 03:55:32,3,5,5,1,1,0,161.158.128.171,6.13.134.49,16760,9091,ICMP,DNS,Segment C,DDoS,7.94,Ignored,IoC Detected,No Log,No Alert,Alert Triggered,65.233.203.167,"Katihar, Mizoram",1,0,0,1,0,1,0,0,2.78,High,0.5564,62.78,0.0,10,Non-Compliant,Ignored-Event,31
2020-05-16 04:28:28,4,5,5,1,1,0,154.82.184.250,214.146.221.178,55672,21593,UDP,DNS,Segment C,Malware,82.22,Logged,Not Detected,No Log,No Alert,No Alert,Direct,"Darbhanga, Himachal Pradesh",0,0,0,0,0,0,0,0,-9.59,Medium,0.7649,49.78,20.0,0,Non-Compliant,Missing-Log,44
2020-05-16 05:09:29,5,5,5,1,1,0,83.32.142.19,114.114.122.30,43288,53442,ICMP,HTTP,Segment C,DDoS,57.75,Ignored,Not Detected,No Log,Alert Data,No Alert,108.14.84.40,"Aligarh, Assam",0,0,1,1,0,1,0,0,16.07,High,0.6093,65.21,20.0,20,Non-Compliant,Ignored-Event,26
2020-05-16 05:52:01,5,5,5,1,1,0,10.186.200.203,204.158.241.205,28566,38966,UDP,FTP,Segment A,Intrusion,24.78,Ignored,Not Detected,Log Data,No Alert,Alert Triggered,21.18.32.45,"Farrukhabad, Chhattisgarh",0,1,0,1,0,1,0,0,-50.48,Medium,0.5084,40.67,20.0,30,Non-Compliant,Ignored-Event,20
2020-05-16 06:38:12,6,5,5,0,1,0,94.241.234.156,138.95.2.80,39630,30554,UDP,HTTP,Segment C,Intrusion,10.46,Blocked,Not Detected,Log Data,No Alert,Alert Triggered,139.166.122.137,"Bhubaneswar, Uttar Pradesh",0,1,0,0,1,1,0,0,-26.55,Low,0.5,10.66,80.0,80,Compliant,None,9
2020-05-16 09:02:26,9,5,5,0,1,1,181.196.38.198,119.178.56.150,50373,6077,TCP,DNS,Segment B,DDoS,55.41,Logged,IoC Detected,No Log,Alert Data,Alert Triggered,Direct,"Deoghar, Meghalaya",1,0,1,0,0,0,0,0,47.47,High,0.6719,55.39,40.0,30,Non-Compliant,Missing-Log,47
2020-05-16 10:17:54,10,5,5,0,1,1,184.92.115.16,194.5.25.110,36427,54383,UDP,DNS,Segment A,DDoS,70.24,Logged,Not Detected,Log Data,No Alert,No Alert,49.61.179.82,"Hubli–Dharwad, Goa",0,1,0,0,0,1,0,0,-11.98,Low,0.5,31.58,40.0,20,Compliant,None,26
2020-05-16 11:28:05,11,5,5,0,1,1,60.229.156.4,99.39.94.249,59039,18787,TCP,HTTP,Segment B,Intrusion,39.79,Logged,Not Detected,No Log,No Alert,No Alert,Direct,"Guna, Uttar Pradesh",0,0,0,0,0,0,0,0,-17.96,Low,0.5,24.93,20.0,0,Non-Compliant,Missing-Log,27
2020-05-16 11:41:05,11,5,5,0,1,1,89.205.22.217,212.16.24.248,45058,44079,TCP,HTTP,Segment B,Malware,93.11,Logged,Not Detected,Log Data,No Alert,No Alert,35.227.202.32,"Proddatur, Himachal Pradesh",0,1,0,0,0,1,0,0,68.33,Medium,0.71,39.59,40.0,20,Compliant,None,44
2020-05-16 14:44:14,14,5,5,0,1,0,88.231.248.158,49.177.37.79,41452,56765,TCP,DNS,Segment A,Intrusion,37.45,Ignored,IoC Detected,Log Data,No Alert,No Alert,Direct,"Nagaon, Rajasthan",1,1,0,1,0,0,0,1,26.99,Medium,0.7438,51.11,20.0,20,Non-Compliant,Ignored-Event,45
2020-05-16 14:52:21,14,5,5,0,1,0,183.251.185.25,194.56.197.188,62832,8550,TCP,HTTP,Segment A,DDoS,4.75,Logged,IoC Detected,No Log,No Alert,No Alert,Direct,"Raebareli, Haryana",1,0,0,0,0,0,0,0,-50.66,Low,0.5057,32.66,20.0,0,Non-Compliant,Missing-Log,5
2020-05-16 16:39:51,16,5,5,0,1,0,184.154.244.220,191.148.17.124,35213,58074,ICMP,DNS,Segment A,DDoS,47.5,Logged,IoC Detected,Log Data,Alert Data,No Alert,Direct,"Nellore, West Bengal",1,1,1,0,0,0,0,0,-22.74,Medium,0.558,44.62,60.0,40,Compliant,None,5
2020-05-16 16:43:08,16,5,5,0,1,0,98.15.79.119,105.75.209.147,52843,25470,ICMP,HTTP,Segment C,Intrusion,37.9,Blocked,Not Detected,No Log,No Alert,No Alert,150.210.206.3,"Bihar Sharif, Haryana",0,0,0,0,1,1,0,0,-1.89,Low,0.5414,28.26,60.0,50,Non-Compliant,Missing-Log,27
2020-05-16 17:05:50,17,5,5,0,1,0,155.169.166.61,78.240.18.217,19223,62496,UDP,FTP,Segment C,Intrusion,55.29,Blocked,IoC Detected,No Log,Alert Data,No Alert,Direct,"Haridwar, Assam",1,0,1,0,1,0,0,0,-37.82,High,0.55,55.35,80.0,70,Non-Compliant,Missing-Log,27
2020-05-16 17:28:05,17,5,5,0,1,0,71.92.90.26,196.147.60.232,55294,63042,TCP,HTTP,Segment A,Malware,69.18,Logged,Not Detected,Log Data,No Alert,Alert Triggered,Direct,"Loni, Manipur",0,1,0,0,0,0,0,1,31.73,Low,0.5,27.21,40.0,30,Compliant,None,7
2020-05-16 18:11:21,18,5,5,0,1,0,200.134.7.178,78.189.239.116,28595,57327,TCP,DNS,Segment B,DDoS,16.51,Blocked,IoC Detected,No Log,Alert Data,Alert Triggered,192.129.223.158,"Shahjahanpur, Manipur",1,0,1,0,1,1,0,1,11.76,Medium,0.5738,45.78,80.0,80,Non-Compliant,Missing-Log,26
2020-05-16 22:29:39,22,5,5,1,1,0,204.149.24.91,14.19.190.60,46645,37264,ICMP,HTTP,Segment B,Intrusion,21.14,Ignored,Not Detected,Log Data,No Alert,Alert Triggered,Direct,"Tadepalligudem, Kerala",0,1,0,1,0,0,0,0,-26.36,Low,0.6446,35.4,20.0,30,Non-Compliant,Ignored-Event,9
2020-05-16 22:48:33,22,5,5,1,1,0,223.114.72.132,107.48.124.71,11874,40445,UDP,DNS,Segment A,Intrusion,89.77,Logged,Not Detected,Log Data,Alert Data,No Alert,Direct,"Mirzapur, Goa",0,1,1,0,0,0,0,0,51.87,Medium,0.5295,49.42,60.0,40,Compliant,None,44
2020-05-16 22:49:55,22,5,5,1,1,0,152.101.61.17,97.203.71.57,60241,48469,UDP,HTTP,Segment C,DDoS,58.72,Logged,IoC Detected,Log Data,No Alert,No Alert,206.102.204.18,"Amravati, Madhya Pradesh",1,1,0,0,0,1,0,0,3.43,High,0.5815,57.55,40.0,20,Non-Compliant,Proxy-Evasion,26
2020-05-16 23:21:11,23,5,5,1,1,0,164.244.169.127,119.9.109.91,38045,9883,ICMP,HTTP,Segment A,Malware,19.32,Logged,IoC Detected,Log Data,Alert Data,Alert Triggered,153.143.194.56,"Parbhani, Tamil Nadu",1,1,1,0,0,1,0,0,-49.86,Medium,0.5122,48.76,60.0,50,Compliant,None,20
2020-05-16 23:27:26,23,5,5,1,1,0,208.96.232.184,142.123.58.161,42310,50896,TCP,FTP,Segment A,Intrusion,6.94,Ignored,Not Detected,Log Data,No Alert,No Alert,176.18.167.106,"Guntakal, Madhya Pradesh",0,1,0,1,0,1,0,0,-9.57,Low,0.5189,34.43,20.0,20,Non-Compliant,Ignored-Event,9
2020-05-17 00:16:07,0,6,5,1,1,0,51.73.154.117,80.223.89.44,61159,35094,TCP,DNS,Segment A,DDoS,51.2,Blocked,Not Detected,No Log,No Alert,No Alert,Direct,"Junagadh, Uttar Pradesh",0,0,0,0,1,0,0,0,30.06,Medium,0.7004,38.92,60.0,50,Non-Compliant,Missing-Log,5
2020-05-17 00:20:02,0,6,5,1,1,0,13.124.211.223,154.156.231.96,38474,54961,UDP,DNS,Segment C,Intrusion,29.79,Ignored,Not Detected,Log Data,No Alert,No Alert,Direct,"Berhampore, Karnataka",0,1,0,1,0,0,0,0,-59.98,Medium,0.6,38.43,20.0,20,Non-Compliant,Ignored-Event,9
2020-05-17 01:22:48,1,6,5,1,1,0,153.255.246.245,78.0.4.236,21051,24395,TCP,FTP,Segment A,Malware,68.89,Blocked,IoC Detected,Log Data,No Alert,No Alert,21.92.133.195,"Raurkela Industrial Township, Manipur",1,1,0,0,1,1,0,0,10.17,High,0.6816,61.11,80.0,70,Non-Compliant,No-IDS-Alert,47
2020-05-17 01:59:51,1,6,5,1,1,0,66.202.14.177,136.180.235.103,34747,29980,UDP,DNS,Segment A,DDoS,13.51,Ignored,Not Detected,Log Data,Alert Data,No Alert,89.207.213.69,"Ambattur, Punjab",0,1,1,1,0,1,0,1,-5.81,Medium,0.5132,41.73,40.0,40,Non-Compliant,Ignored-Event,26
2020-05-17 02:26:25,2,6,5,1,1,0,215.154.95.19,71.243.213.254,4361,7527,UDP,FTP,Segment A,Intrusion,5.23,Logged,Not Detected,No Log,Alert Data,No Alert,Direct,"New Delhi, Haryana",0,0,1,0,0,0,0,0,-1.71,Low,0.5,27.83,40.0,20,Non-Compliant,Missing-Log,27
2020-05-17 04:05:40,4,6,5,1,1,0,210.9.34.216,216.131.159.55,31627,2693,ICMP,DNS,Segment A,DDoS,91.25,Ignored,IoC Detected,Log Data,No Alert,Alert Triggered,Direct,"Gangtok, Telangana",1,1,0,1,0,0,0,0,40.05,Critical,0.7359,79.94,20.0,30,Non-Compliant,Ignored-Event,31
2020-05-17 04:58:51,4,6,5,1,1,0,138.224.70.96,131.196.75.185,32785,34122,UDP,DNS,Segment B,Intrusion,74.37,Blocked,IoC Detected,No Log,No Alert,Alert Triggered,Direct,"Shimla, Punjab",1,0,0,0,1,0,0,0,44.58,High,0.6478,67.03,60.0,60,Non-Compliant,Missing-Log,27
2020-05-17 06:32:28,6,6,5,0,1,0,87.186.213.0,111.56.178.224,30963,58680,TCP,FTP,Segment C,DDoS,81.92,Ignored,IoC Detected,No Log,No Alert,No Alert,67.190.190.49,"Sri Ganganagar, Arunachal Pradesh",1,0,0,1,0,1,0,0,13.03,Critical,0.8038,78.67,0.0,0,Non-Compliant,Ignored-Event,31
2020-05-17 06:55:04,6,6,5,0,1,0,75.42.36.6,17.57.218.21,39672,47705,ICMP,HTTP,Segment C,Intrusion,75.11,Logged,Not Detected,No Log,No Alert,No Alert,205.106.163.136,"Kurnool, Mizoram",0,0,0,0,0,1,0,0,61.6,Medium,0.7085,41.29,20.0,0,Non-Compliant,Missing-Log,27
2020-05-17 07:31:50,7,6,5,0,1,0,194.58.17.236,146.233.116.98,44484,6190,ICMP,FTP,Segment B,Malware,60.77,Blocked,Not Detected,Log Data,Alert Data,Alert Triggered,6.202.10.206,"Karnal, Tripura",0,1,1,0,1,1,0,1,55.54,Low,0.5,33.27,100.0,100,Compliant,None,7
2020-05-17 07:46:00,7,6,5,0,1,0,141.90.159.26,81.156.188.21,64228,10414,TCP,HTTP,Segment B,Intrusion,88.69,Blocked,IoC Detected,No Log,No Alert,No Alert,Direct,"Phagwara, Odisha",1,0,0,0,1,0,0,0,-2.56,High,0.6441,62.04,60.0,50,Non-Compliant,Missing-Log,27
2020-05-17 08:37:34,8,6,5,0,1,0,78.180.45.119,164.211.74.169,34282,28872,UDP,DNS,Segment A,Malware,57.28,Logged,IoC Detected,No Log,Alert Data,No Alert,167.150.219.185,"Giridih, Karnataka",1,0,1,0,0,1,0,1,-17.09,High,0.756,60.05,40.0,20,Non-Compliant,Missing-Log,37
2020-05-17 09:21:07,9,6,5,0,1,1,181.214.217.98,170.192.105.148,24580,7343,ICMP,DNS,Segment B,Malware,83.64,Logged,Not Detected,No Log,Alert Data,Alert Triggered,Direct,"Karnal, Goa",0,0,1,0,0,0,0,0,1.72,Medium,0.6525,45.27,40.0,30,Non-Compliant,Missing-Log,44
2020-05-17 11:01:53,11,6,5,0,1,1,44.74.44.75,58.142.53.192,24274,43756,TCP,HTTP,Segment A,Intrusion,6.34,Logged,Not Detected,Log Data,No Alert,Alert Triggered,149.29.109.244,"Bhubaneswar, Mizoram",0,1,0,0,0,1,0,0,-68.77,Low,0.5,9.22,40.0,30,Compliant,None,9
2020-05-17 11:27:25,11,6,5,0,1,1,199.71.99.2,104.210.125.170,26066,40089,TCP,DNS,Segment B,DDoS,83.93,Ignored,IoC Detected,Log Data,No Alert,Alert Triggered,114.69.203.1,"Rohtak, Karnataka",1,1,0,1,0,1,0,0,23.16,Critical,0.6101,71.38,20.0,30,Non-Compliant,Ignored-Event,31
2020-05-17 11:43:44,11,6,5,0,1,1,77.148.188.49,198.68.41.154,24165,16338,ICMP,DNS,Segment B,Malware,88.77,Logged,Not Detected,Log Data,No Alert,Alert Triggered,Direct,"Bhatpara, Arunachal Pradesh",0,1,0,0,0,0,0,0,0.08,Low,0.6789,34.07,40.0,30,Compliant,None,44
2020-05-17 13:02:42,13,6,5,0,1,0,213.8.112.66,59.228.164.244,14761,48723,ICMP,DNS,Segment B,Malware,21.8,Ignored,IoC Detected,Log Data,No Alert,Alert Triggered,202.29.162.155,"Coimbatore, Goa",1,1,0,1,0,1,0,0,-35.48,Medium,0.6155,49.63,20.0,30,Non-Compliant,Ignored-Event,31
2020-05-17 13:10:27,13,6,5,0,1,0,115.47.108.49,130.124.109.78,62111,3987,TCP,HTTP,Segment A,DDoS,27.33,Blocked,Not Detected,Log Data,No Alert,Alert Triggered,Direct,"Jehanabad, Uttarakhand",0,1,0,0,1,0,0,0,-56.31,Low,0.5,12.57,80.0,80,Compliant,None,5
2020-05-17 14:29:11,14,6,5,0,1,0,23.29.13.15,153.218.128.66,47630,39582,ICMP,DNS,Segment A,Malware,50.42,Logged,IoC Detected,Log Data,Alert Data,No Alert,146.189.129.133,"Chittoor, Nagaland",1,1,1,0,0,1,0,0,44.08,Medium,0.6648,49.65,60.0,40,Compliant,None,20
2020-05-17 14:33:14,14,6,5,0,1,0,94.90.29.6,18.93.65.43,5295,44249,UDP,HTTP,Segment A,Malware,22.11,Blocked,Not Detected,No Log,No Alert,No Alert,Direct,"Raichur, Sikkim",0,0,0,0,1,0,0,0,-61.82,Low,0.627,18.74,60.0,50,Non-Compliant,Missing-Log,7
2020-05-17 15:04:49,15,6,5,0,1,0,169.58.133.157,163.184.89.188,57159,61686,TCP,FTP,Segment C,DDoS,71.74,Logged,Not Detected,Log Data,Alert Data,Alert Triggered,132.17.52.126,"Kulti, Rajasthan",0,1,1,0,0,1,0,0,-17.03,Medium,0.5,37.11,60.0,50,Compliant,None,26
2020-05-17 15:08:17,15,6,5,0,1,0,186.171.131.219,53.110.28.172,51219,20308,ICMP,HTTP,Segment C,DDoS,10.1,Ignored,Not Detected,Log Data,Alert Data,No Alert,188.250.244.209,"Jamshedpur, Himachal Pradesh",0,1,1,1,0,1,0,1,-11.7,Low,0.5064,30.54,40.0,40,Non-Compliant,Ignored-Event,26
2020-05-17 18:33:43,18,6,5,0,1,0,121.104.172.244,102.235.44.42,30776,8455,ICMP,DNS,Segment C,Intrusion,93.01,Ignored,IoC Detected,Log Data,Alert Data,No Alert,Direct,"Mango, Tamil Nadu",1,1,1,1,0,0,0,0,65.68,Critical,0.7794,75.55,40.0,40,Non-Compliant,Ignored-Event,44
2020-05-17 19:47:16,19,6,5,0,1,0,182.241.4.98,118.31.187.204,47442,18358,ICMP,FTP,Segment A,Intrusion,12.06,Blocked,IoC Detected,Log Data,Alert Data,Alert Triggered,186.79.84.143,"Katihar, West Bengal",1,1,1,0,1,1,0,1,-38.36,Low,0.5,36.22,100.0,100,Compliant,None,9
2020-05-17 20:24:19,20,6,5,0,1,0,69.218.40.11,26.203.90.98,56478,13626,ICMP,DNS,Segment B,DDoS,93.26,Logged,Not Detected,Log Data,No Alert,No Alert,Direct,"Arrah, Arunachal Pradesh",0,1,0,0,0,0,0,0,71.15,Low,0.7104,35.64,40.0,20,Compliant,None,44
2020-05-17 20:27:37,20,6,5,0,1,0,34.74.238.71,219.19.183.61,44231,46265,ICMP,DNS,Segment A,Malware,91.9,Blocked,IoC Detected,Log Data,No Alert,No Alert,216.81.131.157,"Agra, Mizoram",1,1,0,0,1,1,0,1,20.16,High,0.5527,59.16,80.0,70,Non-Compliant,Proxy-Evasion,40
2020-05-17 20:46:00,20,6,5,0,1,0,133.255.116.53,181.229.8.58,45446,6932,UDP,HTTP,Segment A,Malware,0.51,Blocked,Not Detected,No Log,Alert Data,Alert Triggered,201.180.255.173,"Alappuzha, Punjab",0,0,1,0,1,1,0,1,-9.59,Low,0.5128,20.18,80.0,80,Non-Compliant,Missing-Log,37
2020-05-17 21:05:23,21,6,5,0,1,0,141.221.219.167,223.95.232.138,30774,63153,UDP,DNS,Segment A,Intrusion,30.51,Logged,Not Detected,No Log,Alert Data,Alert Triggered,Direct,"Hazaribagh, Odisha",0,0,1,0,0,0,0,0,-62.5,Low,0.5318,26.68,40.0,30,Non-Compliant,Missing-Log,27
